Year,ISO-3 code,Country,Number of commercial banks,Branches of commercial banks,Outstanding deposits with commercial banks,"Number of commercial bank branches per 1,000 km2","Number of commercial bank branches per 100,000 adults","Number of ATMs per 100,000 adults",Outstanding deposits with commercial banks (% of GDP)
2006,TJK,Tajikistan,10,211,816.3383,1.579023,5.040832,1.277315,8.744686
2007,TJK,Tajikistan,11,218,1957.08,1.636182,5.069567,1.948131,15.28447
2008,TJK,Tajikistan,12,235,1436.797,1.76479,5.318036,2.669783,8.114292
2009,TJK,Tajikistan,13,237,2229.093,1.786225,5.23601,3.560487,10.80589
2010,TJK,Tajikistan,14,253,2844.484,1.907688,5.437184,4.480077,11.51282
2011,TJK,Tajikistan,15,274,3551.263,2.064876,5.743034,6.617406,11.80956
2012,TJK,Tajikistan,16,304,3995.718,2.286368,6.198602,8.310001,11.04916
2013,TJK,Tajikistan,16,327,4035.258,2.4507,6.476784,10.34775,9.956839
2014,TJK,Tajikistan,0,0,0,0,0,0,0
2015,TJK,Tajikistan,0,0,0,0,0,0,0
2016,TJK,Tajikistan,0,0,0,0,0,0,0
2017,TJK,Tajikistan,0,0,0,0,0,0,0
2018,TJK,Tajikistan,0,0,0,0,0,0,0
2004,TZA,Tanzania,22,0,0,0,0,0,0
2005,TZA,Tanzania,22,232,0,0.2867464,1.177496,0,0
2006,TZA,Tanzania,22,235,4093150,0.2901332,1.157059,0,17.56835
2007,TZA,Tanzania,24,277,4960689,0.3398058,1.313586,0,18.53048
2008,TZA,Tanzania,25,393,5893146,0.4718898,1.766264,2.387415,17.98613
2009,TZA,Tanzania,27,430,7752185,0.5159178,1.869583,3.252338,20.5482
2010,TZA,Tanzania,28,473,9799898,0.5655904,1.985117,3.942498,22.35581
2011,TZA,Tanzania,31,503,1.14E+07,0.6028449,2.051081,4.60533,21.67532
2012,TZA,Tanzania,32,556,1.28E+07,0.6638067,2.189883,5.068759,20.91529
2013,TZA,Tanzania,34,642,1.45E+07,0.763152,2.440949,5.510191,20.36626
2014,TZA,Tanzania,34,662,1.66E+07,0.7857304,2.434973,5.632624,20.78764
2015,TZA,Tanzania,36,690,1.94E+07,0.8195981,2.458504,5.99726,21.40599
2016,TZA,Tanzania,0,0,0,0,0,0,0
2017,TZA,Tanzania,0,0,0,0,0,0,0
2018,TZA,Tanzania,0,0,0,0,0,0,0
2004,THA,Thailand,34,3908,5063121,7.715947,7.754905,20.8568,72.80592
2005,THA,Thailand,34,4224,5397408,8.334475,8.270027,30.6562,70.88414
2006,THA,Thailand,34,4695,5798410,9.256396,9.076248,42.201,69.02331
2007,THA,Thailand,34,5074,5762604,9.998238,9.695499,49.24243,63.49062
2008,THA,Thailand,34,5458,6248071,10.74987,10.31547,65.35633,64.3671
2009,THA,Thailand,32,5774,6211750,11.36448,10.79641,73.36574,64.31278
2010,THA,Thailand,32,5944,6538275,11.69723,11.00638,81.89954,60.49393
2011,THA,Thailand,31,6170,7003256,12.13764,11.33907,87.33152,61.93793
2012,THA,Thailand,31,6409,8820640,12.60545,11.68833,94.81701,71.37977
2013,THA,Thailand,30,6685,9563868,13.14373,12.09483,102.3981,74.05147
2014,THA,Thailand,30,6974,9979383,13.70941,12.52059,110.1433,75.42824
2015,THA,Thailand,31,7030,1.05E+07,13.82098,12.53029,112.5649,76.18325
2016,THA,Thailand,30,6986,1.09E+07,13.7329,12.35283,112.8851,74.84733
2017,THA,Thailand,30,6754,1.13E+07,13.27879,11.85529,116.9871,73.4449
2018,THA,Thailand,30,6705,1.20E+07,13.18288,11.68674,115.1201,73.30017
2004,TLS,"Timor-Leste, Dem. Rep. of",3,3,69,0.403497,1.224145,0,6.398524
2005,TLS,"Timor-Leste, Dem. Rep. of",3,8,81,0.7397445,2.174545,0,4.465989
2006,TLS,"Timor-Leste, Dem. Rep. of",3,8,105,0.7397445,2.0834,0,3.950572
2007,TLS,"Timor-Leste, Dem. Rep. of",3,8,168.0651,0.7397445,2.013409,0,5.833488
2008,TLS,"Timor-Leste, Dem. Rep. of",3,8,221.5432,0.7397445,1.956481,2.134343,5.04497
2009,TLS,"Timor-Leste, Dem. Rep. of",3,8,285.9341,0.7397445,1.903127,2.076139,8.936372
2010,TLS,"Timor-Leste, Dem. Rep. of",3,8,296.0778,0.7397445,1.849184,2.521614,7.403868
2011,TLS,"Timor-Leste, Dem. Rep. of",4,21,322.0675,1.681237,4.12595,2.970684,5.678151
2012,TLS,"Timor-Leste, Dem. Rep. of",4,24,414.6246,1.882986,4.511617,3.705971,6.224039
2013,TLS,"Timor-Leste, Dem. Rep. of",4,29,506.3065,2.219233,5.176536,3.294159,8.980773
2014,TLS,"Timor-Leste, Dem. Rep. of",4,31,583.2752,2.353732,5.349465,5.655149,14.43166
2015,TLS,"Timor-Leste, Dem. Rep. of",4,32,724.5447,2.420982,5.373351,7.164468,23.42815
2016,TLS,"Timor-Leste, Dem. Rep. of",4,32,917,2.420982,5.24867,6.706634,36.62825
2017,TLS,"Timor-Leste, Dem. Rep. of",5,34,990,2.62273,5.562449,13.12168,39.80268
2018,TLS,"Timor-Leste, Dem. Rep. of",5,45,1011.782,3.362475,6.982294,12.84742,39.20117
2004,TGO,Togo,7,30,275678,0.6802721,1.181668,0,23.13162
2005,TGO,Togo,8,31,295729,0.7170436,1.210851,0,24.58404
2006,TGO,Togo,10,43,332187,0.9744438,1.602725,0,27.03943
2007,TGO,Togo,11,88,391525,1.820188,2.913731,0,30.72191
2008,TGO,Togo,11,123,464233,2.463688,3.836796,0,31.31716
2009,TGO,Togo,11,133,545207,2.647546,4.010773,0,34.30608
2010,TGO,Togo,12,143,600877,2.849789,4.199445,2.817692,35.41174
2011,TGO,Togo,12,156,747026,3.088803,4.429563,3.163974,40.93538
2012,TGO,Togo,12,162,888703,3.199117,4.463063,4.283514,44.93978
2013,TGO,Togo,13,170,994630,3.364589,4.56459,4.764135,46.59858
2014,TGO,Togo,13,189,1190500,3.713918,4.897516,0,52.70187
2015,TGO,Togo,13,211,1349505,4.118404,5.276534,0,54.59655
2016,TGO,Togo,13,234,1560469,4.541276,5.653614,0,59.60363
2017,TGO,Togo,13,238,1517721,4.614819,5.581092,3.980141,54.70871
2018,TGO,Togo,13,227,0,4.412576,5.182307,6.132397,0
2004,TON,Tonga,3,12,184.328,20.83333,24.19628,22.58319,39.28575
2005,TON,Tonga,3,10,229.166,18.05556,20.832,22.43446,45.09579
2006,TON,Tonga,3,10,234.248,18.05556,20.65755,19.0685,39.64303
2007,TON,Tonga,3,11,267.4,19.44444,22.00877,18.86466,44.48537
2008,TON,Tonga,3,12,284.857,20.83333,23.31836,29.53659,42.88078
2009,TON,Tonga,3,11,279.427,19.44444,21.57963,29.28664,42.10775
2010,TON,Tonga,3,11,286.308,19.44444,21.49217,27.63279,40.1723
2011,TON,Tonga,3,11,289.883,19.44444,21.55737,27.71661,37.40426
2012,TON,Tonga,3,10,338.807,18.05556,20.14817,27.89746,42.31914
2013,TON,Tonga,4,10,356.256,19.44444,21.86202,28.10831,45.59201
2014,TON,Tonga,4,8,384.044,16.66667,18.82914,26.67462,47.73698
2015,TON,Tonga,5,15,438.509,27.77778,31.36123,26.65705,51.82709
2016,TON,Tonga,4,16,515.054,27.77778,31.03662,34.14029,57.90377
2017,TON,Tonga,4,18,571.445,30.55556,33.61293,42.7801,60.09517
2018,TON,Tonga,4,18,624.949,30.55556,32.98104,40.47673,63.2549
2004,TTO,Trinidad and Tobago,6,120,27647.57,24.5614,12.58421,0,33.05052
2005,TTO,Trinidad and Tobago,6,120,28491.05,24.5614,12.43473,0,28.29806
2006,TTO,Trinidad and Tobago,6,123,34293.92,25.1462,12.61046,0,29.57619
2007,TTO,Trinidad and Tobago,8,124,38987.09,25.73099,12.79579,0,28.4676
2008,TTO,Trinidad and Tobago,8,125,46829.63,25.92593,12.79751,31.65699,26.71595
2009,TTO,Trinidad and Tobago,8,126,60391.18,26.12086,12.80752,33.93038,49.79434
2010,TTO,Trinidad and Tobago,8,134,57586.45,27.68031,13.48643,34.66583,40.76398
2011,TTO,Trinidad and Tobago,8,125,61849.82,25.92593,12.55245,35.95853,37.94286
2012,TTO,Trinidad and Tobago,8,127,69504.94,26.31579,12.66207,37.42346,41.94968
2013,TTO,Trinidad and Tobago,8,126,75975.55,26.12086,12.49165,40.08513,43.49897
2014,TTO,Trinidad and Tobago,8,135,83026.42,27.87524,13.25059,40.21509,47.1449
2015,TTO,Trinidad and Tobago,8,132,83705.51,27.29045,12.89639,40.71575,52.24736
2016,TTO,Trinidad and Tobago,8,132,87119.33,27.29045,12.82177,41.67075,60.07124
2017,TTO,Trinidad and Tobago,8,125,85555.74,25.92593,12.11172,42.61868,56.71691
2018,TTO,Trinidad and Tobago,8,122,88674.7,25.34113,11.77152,43.10189,55.9446
2004,TUN,Tunisia,17,856,17643.16,5.619207,11.80214,8.314224,45.42686
2005,TUN,Tunisia,20,891,19561.93,5.8638,12.09717,9.680388,46.71952
2006,TUN,Tunisia,20,968,21835.92,6.359423,12.89185,11.05202,47.72076
2007,TUN,Tunisia,20,1040,25110.16,6.822863,13.59572,14.10877,50.36456
2008,TUN,Tunisia,20,1115,29000.14,7.305613,14.32071,15.72124,52.47203
2009,TUN,Tunisia,20,1177,32558.82,7.704686,14.87751,17.51246,55.48803
2010,TUN,Tunisia,21,1315,36561.85,8.599382,16.38621,20.36012,57.98451
2011,TUN,Tunisia,21,1369,38410.62,8.946962,16.86058,21.11818,59.55855
2012,TUN,Tunisia,21,1430,42718.57,9.339598,17.4401,22.24784,60.71912
2013,TUN,Tunisia,21,1497,45897.21,9.770855,18.09975,23.11951,61.07892
2014,TUN,Tunisia,22,1603,49891.04,10.45958,19.21915,24.48224,61.6964
2015,TUN,Tunisia,22,1681,52074.19,10.96164,19.96207,26.36212,61.51851
2016,TUN,Tunisia,23,1752,56518,11.42508,20.63652,27.72851,62.93455
2017,TUN,Tunisia,23,1860,62738.95,12.12024,21.67275,29.94822,64.90677
2018,TUN,Tunisia,23,1913,68375.62,12.46138,22.03868,30.66746,64.80733
2004,TUR,Turkey,35,0,191065,0,0,28.48179,33.11217
2005,TUR,Turkey,34,6241,234262.9,8.153268,12.94266,30.60036,34.77243
2006,TUR,Turkey,33,6904,286991,9.013422,14.05424,33.45505,36.36353
2007,TUR,Turkey,33,7658,332341.6,9.993114,15.32357,37.44721,37.74632
2008,TUR,Turkey,32,8724,422271.6,11.3769,17.16163,43.02755,42.44862
2009,TUR,Turkey,32,8968,472598.7,11.69393,17.3395,46.14619,47.29809
2010,TUR,Turkey,32,9419,567555.1,12.27993,17.87603,52.21141,48.92658
2011,TUR,Turkey,31,9791,629158.4,12.76198,18.22946,58.76411,45.11787
2012,TUR,Turkey,32,10191,690923.7,13.28301,18.60116,63.15442,44.01707
2013,TUR,Turkey,32,10981,832202.3,14.30947,19.63434,71.51299,45.98532
2014,TUR,Turkey,34,11180,928060.5,14.57064,19.58613,76.26958,45.39379
2015,TUR,Turkey,34,11149,1091384,14.53036,19.13623,79.09119,46.66731
2016,TUR,Turkey,34,10740,1371919,13.99893,18.06954,77.77417,52.59366
2017,TUR,Turkey,33,10503,1605838,13.6897,17.31155,77.78041,51.69223
2018,TUR,Turkey,34,10397,1899352,13.55327,16.79904,78.20709,51.32011
2004,UGA,Uganda,15,140,1965301,0.775737,1.152745,1.130434,12.79307
2005,UGA,Uganda,15,153,2233295,0.8407988,1.209422,1.583767,13.91407
2006,UGA,Uganda,15,160,2620259,0.875832,1.220267,1.861779,14.38959
2007,UGA,Uganda,16,194,3297481,1.050998,1.41657,2.165328,15.56402
2008,UGA,Uganda,20,301,4445547,1.606526,2.092723,2.640351,18.14698
2009,UGA,Uganda,21,364,5234953,1.92683,2.424333,3.375175,14.92933
2010,UGA,Uganda,22,394,6628288,2.074606,2.528902,3.641376,16.18392
2011,UGA,Uganda,23,396,7206035,2.089567,2.460053,3.892638,15.37202
2012,UGA,Uganda,24,466,8564009,2.443647,2.777078,4.239294,14.47791
2013,UGA,Uganda,25,520,9498663,2.717933,2.978429,4.880252,14.90213
2014,UGA,Uganda,25,558,1.10E+07,2.907441,3.066782,4.476554,15.83943
2015,UGA,Uganda,25,578,1.26E+07,3.007181,3.046965,4.658875,16.42341
2016,UGA,Uganda,25,573,1.42E+07,2.982246,2.899787,4.567893,17.06444
2017,UGA,Uganda,24,554,1.60E+07,2.882505,2.685459,4.227971,17.46037
2018,UGA,Uganda,24,562,1.74E+07,2.922402,2.608032,4.183533,17.35023
2004,UKR,Ukraine,160,1338,77674.66,2.585701,3.713314,20.08858,22.52902
2005,UKR,Ukraine,165,1389,126615.3,2.682178,3.864141,28.16049,28.70959
2006,UKR,Ukraine,170,1382,175493.2,2.678818,3.871854,36.71775,32.28221
2007,UKR,Ukraine,175,1365,264395.8,2.658243,3.857317,52.42696,36.72027
2008,UKR,Ukraine,184,1301,337898.8,2.56335,3.73734,70.38028,35.67604
2009,UKR,Ukraine,182,1092,310745.3,2.19913,3.220655,73.15487,34.05599
2010,UKR,Ukraine,176,741,393495.3,1.58289,2.327954,76.57369,36.45682
2011,UKR,Ukraine,176,452,466063.1,1.08403,1.603713,84.26387,35.85126
2012,UKR,Ukraine,176,242,545560.5,0.7215356,1.071891,92.70577,38.83908
2013,UKR,Ukraine,180,177,640849.5,0.6162397,0.919018,103.8722,43.73809
2014,UKR,Ukraine,163,133,641394,0.5109703,0.767367,94.87352,40.41766
2015,UKR,Ukraine,120,96,681704.9,0.3728702,0.5631768,86.91174,34.28161
2016,UKR,Ukraine,100,89,761422.6,0.3262615,0.4954137,88.55324,31.92056
2017,UKR,Ukraine,84,88,847390.8,0.2969152,0.454,97.67072,28.39894
2018,UKR,Ukraine,78,85,881710.7,0.2813789,0.4337687,97.35846,24.77616
2004,ARE,United Arab Emirates,46,449,290504,6.969868,15.07924,18.30833,53.51115
2005,ARE,United Arab Emirates,46,453,409669,7.02619,13.33036,42.10151,61.76076
2006,ARE,United Arab Emirates,46,512,518806,7.856942,12.64055,38.28411,63.60076
2007,ARE,United Arab Emirates,49,587,716021,8.955224,12.18861,39.42134,75.59367
2008,ARE,United Arab Emirates,52,696,912170,10.53224,12.34322,40.47851,78.73169
2009,ARE,United Arab Emirates,52,756,982579,11.37708,11.85256,52.79376,105.5229
2010,ARE,United Arab Emirates,53,815,1049628,12.22191,11.71984,50.74096,98.62663
2011,ARE,United Arab Emirates,53,851,1069750,12.72881,11.68772,53.93935,83.06667
2012,ARE,United Arab Emirates,55,890,1167797,13.30611,11.96442,56.87213,84.88846
2013,ARE,United Arab Emirates,55,928,1278852,13.84117,12.37298,58.70555,89.26354
2014,ARE,United Arab Emirates,56,955,1421231,14.23543,12.71245,60.94682,95.99533
2015,ARE,United Arab Emirates,57,960,1471618,14.31991,12.735,64.10074,111.8888
2016,ARE,United Arab Emirates,60,931,1562949,13.95382,12.29383,65.04194,119.1955
2017,ARE,United Arab Emirates,61,853,1627277,12.86961,11.18878,64.90474,115.8199
2018,ARE,United Arab Emirates,60,823,1755650,12.43312,10.64713,63.94307,115.4219
2004,GBR,United Kingdom,346,13902,1122119,58.89307,29.02593,0,85.47174
2005,GBR,United Kingdom,335,13694,1285158,57.98785,28.31767,117.6508,92.54045
2006,GBR,United Kingdom,335,12880,1467063,54.62324,26.43101,120.9406,100.0792
2007,GBR,United Kingdom,335,12976,1680124,55.02005,26.38391,125.8166,108.9969
2008,GBR,United Kingdom,338,12911,2249663,54.76377,26.03399,125.5935,142.4021
2009,GBR,United Kingdom,336,12708.64,2312141,53.91907,25.4199,121.1927,150.4112
2010,GBR,United Kingdom,332,12458.37,2396913,52.86808,24.70696,121.9607,150.9899
2011,GBR,United Kingdom,327,12220,2340400,51.86211,24.06461,123.457,142.3128
2012,GBR,United Kingdom,311,11287,2384614,47.93949,22.08795,125.9497,140.7336
2013,GBR,United Kingdom,311,12984,2397149,54.95391,25.14111,128.5194,136.0975
2014,GBR,United Kingdom,317,0,2358486,0,0,129.499,127.8801
2015,GBR,United Kingdom,311,0,2376310,0,0,131.306,125.3434
2016,GBR,United Kingdom,312,0,2583203,0,0,129.5745,131.1587
2017,GBR,United Kingdom,313,0,2737237,0,0,128.056,133.5479
2018,GBR,United Kingdom,321,0,2856628,0,0,115.6744,134.8914
2004,USA,United States,7556,67975,5512267,8.244014,32.69386,165.7829,45.13173
2005,USA,United States,7446,70368,6067570,8.493198,33.28058,169.3668,46.54244
2006,USA,United States,7323,72874,6538697,8.753296,33.94066,167.1703,47.33175
2007,USA,United States,7207,75868,6927190,9.067423,34.76701,173.8125,47.93287
2008,USA,United States,7010,77964,7162819,9.289395,35.15109,168.0095,48.68412
2009,USA,United States,6771,80962,7495505,9.59101,35.89812,173.9033,51.87584
2010,USA,United States,6468,80954,7734549,9.557012,35.40393,0,51.59099
2011,USA,United States,6228,81365,8445955,9.575705,35.13559,0,54.34075
2012,USA,United States,6026,81798,8981756,9.600959,34.88028,0,55.45318
2013,USA,United States,5807,79667,9453187,9.344055,33.6247,0,56.31976
2014,USA,United States,5568,77608,1.01E+07,9.092837,32.40378,0,57.60147
2015,USA,United States,5304,79413,1.07E+07,9.2613,32.69427,0,58.84612
2016,USA,United States,5080,78900,1.15E+07,9.180731,32.10287,0,61.38097
2017,USA,United States,4886,77453,1.19E+07,9.001336,31.23022,0,60.81927
2018,USA,United States,4686,77366,1.24E+07,8.969961,30.89876,0,60.65308
2004,URY,Uruguay,15,309,173402,1.851217,12.83032,27.83863,44.13953
2005,URY,Uruguay,15,309,173469,1.851217,12.79642,0,40.81446
2006,URY,Uruguay,16,324,195999,1.942635,13.37381,0,41.58299
2007,URY,Uruguay,16,329,200234,1.971203,13.49971,0,36.44133
2008,URY,Uruguay,16,334,285837,1.999771,13.61269,0,44.93226
2009,URY,Uruguay,15,333,250679,1.988344,13.45003,30.33988,35.08338
2010,URY,Uruguay,15,340,296014,2.02834,13.63654,34.03373,36.63184
2011,URY,Uruguay,14,342,345806,2.034053,13.59494,39.71555,37.3297
2012,URY,Uruguay,13,324,369495,1.925494,12.79366,42.89861,35.48706
2013,URY,Uruguay,12,323,454712,1.914067,12.64285,45.17462,38.58947
2014,URY,Uruguay,12,315,549490,1.868358,12.26806,52.22365,41.29925
2015,URY,Uruguay,11,312,697067,1.845503,12.04627,55.01003,47.88047
2016,URY,Uruguay,11,299,720656,1.771226,11.49341,82.45597,45.34722
2017,URY,Uruguay,11,288,735187,1.708376,11.02135,85.22192,43.06621
2018,URY,Uruguay,11,264,826848,1.571249,10.0791,120.5094,45.15501
2004,UZB,Uzbekistan,31,6701,1523906,15.82511,39.14897,0.8781187,12.42889
2005,UZB,Uzbekistan,29,7028,2012074,16.58909,40.01133,0.9695249,12.63596
2006,UZB,Uzbekistan,28,7627,3049025,17.99483,42.33095,0.9456033,14.43332
2007,UZB,Uzbekistan,28,7660,4611906,18.0724,41.44206,0.9217732,16.36008
2008,UZB,Uzbekistan,30,7712,5948391,18.19934,40.66479,1.670292,15.2641
2009,UZB,Uzbekistan,30,7838,7407565,18.49553,40.28493,1.858596,15.00248
2010,UZB,Uzbekistan,31,7900,1.03E+07,18.64363,39.18171,3.986842,16.55285
2011,UZB,Uzbekistan,30,9533,1.33E+07,22.48002,45.818,4.336013,16.8514
2012,UZB,Uzbekistan,29,9600,1.72E+07,22.63517,45.27246,6.662278,17.58293
2013,UZB,Uzbekistan,28,10098,2.12E+07,23.80348,46.69974,7.992361,17.52314
2014,UZB,Uzbekistan,26,9470,2.37E+07,22.32252,42.95817,8.459538,13.36165
2015,UZB,Uzbekistan,26,6940,3.01E+07,16.37518,30.93512,10.41385,14.30064
2016,UZB,Uzbekistan,27,6386,3.72E+07,15.07522,27.95875,21.59795,15.33354
2017,UZB,Uzbekistan,28,8891,5.96E+07,20.96615,38.23825,24.14596,19.69303
2018,UZB,Uzbekistan,29,8535,7.00E+07,20.13164,36.10291,27.77698,17.17766
2004,VUT,Vanuatu,4,20,35843,1.968827,19.58193,4.895481,87.84403
2005,VUT,Vanuatu,4,20,40329,1.968827,19.00493,6.334978,93.46667
2006,VUT,Vanuatu,4,21,42853,2.050861,19.13451,6.123043,88.15132
2007,VUT,Vanuatu,5,23,49691,2.296965,20.81336,10.40668,92.14665
2008,VUT,Vanuatu,5,23,56788,2.296965,20.27707,19.55289,92.17784
2009,VUT,Vanuatu,5,23,57195,2.296965,19.74835,23.98014,87.83151
2010,VUT,Vanuatu,5,25,52631,2.461034,20.55118,28.08662,77.49882
2011,VUT,Vanuatu,5,26,52042,2.543068,20.62583,28.61002,73.42994
2012,VUT,Vanuatu,5,29,52370,2.789171,21.86059,34.07681,72.31927
2013,VUT,Vanuatu,5,30,61173,2.871206,21.70704,35.35147,80.69997
2014,VUT,Vanuatu,5,32,64802,3.035275,22.1772,34.16488,81.91483
2015,VUT,Vanuatu,5,31,72528,2.95324,20.91977,38.93402,90.18091
2016,VUT,Vanuatu,5,31,80436,2.95324,20.25043,39.37584,94.10793
2017,VUT,Vanuatu,5,31,86508,2.95324,19.6703,46.99017,94.42429
2018,VUT,Vanuatu,5,32,101318,3.035275,19.68326,45.75028,104.9133
2004,VEN,"Venezuela, Republica Bolivaria0 de",0,0,0,0,0,0,0
2005,VEN,"Venezuela, Republica Bolivaria0 de",34,2847,64573.06,3.266255,15.7479,21.96288,21.23507
2006,VEN,"Venezuela, Republica Bolivaria0 de",37,3046,110749.4,3.495267,16.46919,23.97995,28.11426
2007,VEN,"Venezuela, Republica Bolivaria0 de",39,3276,141214.5,3.75829,17.31682,25.5495,28.55173
2008,VEN,"Venezuela, Republica Bolivaria0 de",40,3354,176188.3,3.847854,17.34886,26.71336,26.00206
2009,VEN,"Venezuela, Republica Bolivaria0 de",34,3638,189980.6,4.163029,18.37891,26.9277,26.8614
2010,VEN,"Venezuela, Republica Bolivaria0 de",29,3475,260196.4,3.972564,17.18335,37.66705,25.58886
2011,VEN,"Venezuela, Republica Bolivaria0 de",26,3447,404283.6,3.937419,16.70159,41.01581,29.78177
2012,VEN,"Venezuela, Republica Bolivaria0 de",26,3534,655906.7,4.036052,16.79876,41.61469,40.10555
2013,VEN,"Venezuela, Republica Bolivaria0 de",26,3577,1248282,4.084802,16.69136,43.52355,55.58186
2014,VEN,"Venezuela, Republica Bolivaria0 de",26,3606,2076578,4.11768,16.52508,43.97891,0
2015,VEN,"Venezuela, Republica Bolivaria0 de",26,3536,4008532,4.03832,15.92181,46.61666,0
2016,VEN,"Venezuela, Republica Bolivaria0 de",0,0,0,0,0,0,0
2017,VEN,"Venezuela, Republica Bolivaria0 de",0,0,0,0,0,0,0
2018,VEN,"Venezuela, Republica Bolivaria0 de",0,0,0,0,0,0,0
2004,VNM,Viet0m,71,0,0,0,0,1.410796,0
2005,VNM,Viet0m,77,0,0,0,0,2.914924,0
2006,VNM,Viet0m,80,0,0,0,0,3.460522,0
2007,VNM,Viet0m,80,0,1.11E+09,0,0,7.577418,89.21436
2008,VNM,Viet0m,92,2025,1.36E+09,6.827491,3.265962,11.83275,84.26549
2009,VNM,Viet0m,93,2072,1.76E+09,6.982294,3.27807,14.7339,97.4975
2010,VNM,Viet0m,52,2106,2.40E+09,6.959719,3.214257,17.02901,111.4417
2011,VNM,Viet0m,49,2360,2.70E+09,7.769213,3.537677,19.60334,97.17786
2012,VNM,Viet0m,48,2095,3.17E+09,6.911343,3.107317,20.68983,97.66903
2013,VNM,Viet0m,47,2497,3.83E+09,8.204599,3.646844,21.8825,106.9319
2014,VNM,Viet0m,47,2657,4.48E+09,8.720611,3.834496,22.71485,113.7616
2015,VNM,Viet0m,43,2635,5.20E+09,8.636759,3.757305,23.76306,123.9463
2016,VNM,Viet0m,43,2719,6.15E+09,8.907666,3.834522,24.25661,136.604
2017,VNM,Viet0m,46,2463,7.07E+09,8.091721,3.447285,24.57891,141.3005
2018,VNM,Viet0m,46,2828,7.98E+09,9.268875,3.908416,25.27687,144.1093
2004,PSE,West Bank and Gaza,21,132,3946.186,25.41528,8.771724,0,91.15277
2005,PSE,West Bank and Gaza,20,137,4195.506,26.07973,8.683849,0,86.83113
2006,PSE,West Bank and Gaza,21,149,3812.619,28.2392,9.059385,7.993575,77.6485
2007,PSE,West Bank and Gaza,21,160,4585.342,30.06645,9.293227,10.52548,83.28204
2008,PSE,West Bank and Gaza,21,190,4891.9,35.04983,10.41945,11.85151,73.30336
2009,PSE,West Bank and Gaza,20,209,5730.7,38.03987,10.8897,14.50375,78.84621
2010,PSE,West Bank and Gaza,18,212,6119.7,38.20598,10.54636,15.361,68.65961
2011,PSE,West Bank and Gaza,18,226,6388,40.53156,10.81707,16.75759,61.03923
2012,PSE,West Bank and Gaza,17,232,6863.9,41.36213,10.67686,18.65235,60.85341
2013,PSE,West Bank and Gaza,17,237,7625.9,42.19269,10.54565,20.26093,61.12456
2014,PSE,West Bank and Gaza,17,258,8150.1,45.68106,11.07287,22.10547,64.09528
2015,PSE,West Bank and Gaza,16,274,8999,48.17276,11.34394,23.15728,71.00923
2016,PSE,West Bank and Gaza,15,309,9931.196,53.8206,12.33001,23.67058,73.97153
2017,PSE,West Bank and Gaza,15,337,11246.27,58.47176,13.07634,23.99805,77.57068
2018,PSE,West Bank and Gaza,14,351,11621.58,60.63123,13.17098,34.64147,79.51329
2004,YEM,"Yemen, Republic of",17,169,573540.1,0.3522927,1.732879,0.521727,22.37341
2005,YEM,"Yemen, Republic of",16,189,637958.8,0.3882796,1.834355,1.046924,19.88339
2006,YEM,"Yemen, Republic of",16,205,851044,0.4185844,1.902259,1.403024,22.63392
2007,YEM,"Yemen, Republic of",16,220,1050932,0.4469951,1.951702,1.968242,24.3913
2008,YEM,"Yemen, Republic of",16,228,1232609,0.4621475,1.938374,2.383247,22.92875
2009,YEM,"Yemen, Republic of",16,237,1342465,0.4791939,1.933074,2.788822,26.33527
2010,YEM,"Yemen, Republic of",16,234,1518792,0.4735118,1.840593,3.283618,22.37857
2011,YEM,"Yemen, Republic of",16,231,1348129,0.4678296,1.756215,3.569311,19.2675
2012,YEM,"Yemen, Republic of",16,231,1799482,0.4678296,1.698367,4.077455,23.71937
